Store_ID,Month,Region,Product Mix,Inventory–Local Demand Match,Customer Loyalty & Engagement,Promotions & Pricing Effectiveness,Competitor New Stores,Competitor Ad Spend (₱),Sales Decline,Customer Basket Size,Customer Trip Frequency,Inventory Holding Costs (₱),Market Share in Region,Customer Preference Alignment
S0020,2025-09,Southeast,Standard,Low,Moderate,Effective,0,296.74,20.54,2.21,1.06,143766,8.82,Low
S0085,2025-05,Midwest,Specialty,Medium,Moderate,Effective,2,146.54,14.42,2.27,0.79,135212,7.58,Low
S0040,2025-10,Other,Standard,High,Weak,Ineffective,0,212.64,13.49,3.27,1.04,114608,11.48,Low
S0162,2025-07,Other,New Products,High,Strong,Ineffective,0,1132.14,3.46,3.81,2.34,43412,14.99,High
S0034,2025-10,Southeast,Standard,Low,Moderate,Effective,1,459.92,14.88,2.45,0.85,109620,10.8,Low
S0176,2024-05,Midwest,New Products,High,Strong,Effective,0,250.31,6.69,2.72,1.86,61474,13.54,High
S0080,2025-07,Other,Standard,Medium,Strong,Effective,0,515.57,10.37,2.82,1.05,77589,12.94,Low
S0194,2024-07,Other,New Products,High,Strong,Effective,0,152.67,4.57,2.89,1.7,74902,12.93,High
S0146,2024-08,Midwest,Standard,Medium,Moderate,Effective,0,442.33,14.41,2.48,2.13,93449,10.6,Low
S0055,2024-02,Other,Specialty,Medium,Strong,Ineffective,0,412.8,8.24,3.72,1.26,107529,12.86,Low
S0171,2025-09,Midwest,New Products,Medium,Moderate,Ineffective,1,740.07,23.01,2.79,1.22,152374,7.4,High
S0076,2024-05,Midwest,Standard,Low,Moderate,Ineffective,0,951.83,24.78,3.57,1.21,180672,6.83,Low
S0032,2025-03,Other,Specialty,High,Strong,Effective,0,214.42,0.6,2.21,1.6,27415,14.96,Low
S0011,2024-11,Southeast,Standard,Medium,Weak,Ineffective,3,1068.33,26.39,2.83,1.26,146029,3.06,Low
S0103,2025-02,Midwest,Standard,Medium,Strong,Ineffective,1,303.73,18.96,2.05,1.71,133850,7.27,Low
S0023,2025-06,Other,Specialty,Medium,Strong,Effective,0,461.41,11.54,2.41,1.4,103810,10.84,Low
S0136,2024-02,Midwest,Specialty,High,Weak,Effective,1,111.12,6.53,3.7,2.22,40615,11.25,Low
S0031,2025-07,Other,Specialty,Medium,Strong,Ineffective,1,540.17,12.73,2.73,0.76,117942,8.95,Low
S0013,2025-11,Southeast,Standard,High,Moderate,Effective,1,313.85,10.3,2.94,1.53,89513,8.35,Low
S0161,2024-06,Midwest,New Products,Low,Moderate,Effective,0,179.08,3.49,2.25,1.96,101075,14.17,High
S0123,2025-02,Midwest,Standard,High,Strong,Effective,0,187.04,5.09,3.54,1.64,48346,13.09,Low
S0048,2024-04,Midwest,Standard,Low,Weak,Ineffective,2,428.52,26.26,3.24,0.47,161007,5.49,Low
S0061,2024-10,Other,Standard,High,Weak,Effective,0,363.83,11.6,3.01,0.87,101386,10.35,Low
S0207,2025-04,Midwest,New Products,High,Moderate,Effective,1,107.69,12.56,3.35,1.51,90756,9.98,High
S0001,2025-04,Other,Standard,High,Strong,Ineffective,0,127.18,5.7,2.41,1.28,64066,14.15,Low
S0135,2025-05,Southeast,Specialty,Low,Strong,Effective,0,580.05,17.41,2.46,1.23,145419,9.1,Low
S0116,2024-10,Other,Standard,Low,Moderate,Ineffective,0,183.44,17.17,3.7,1.44,120914,10.46,Low
S0145,2025-01,Southeast,Standard,Low,Moderate,Effective,1,219.09,18.19,2.76,0.68,146539,7.2,Low
S0039,2024-09,Midwest,Standard,Medium,Strong,Ineffective,0,447.51,19.78,3.45,2.01,111879,9.22,Low
S0127,2024-06,Midwest,Standard,High,Moderate,Effective,1,243.27,12.71,3.04,2.09,92516,9.52,Low
S0058,2024-05,Southeast,Standard,Low,Moderate,Ineffective,0,464.12,22.39,1.95,1.01,163411,7.92,Low
S0150,2024-12,Midwest,Standard,High,Weak,Ineffective,0,364.55,12.97,3.18,0.88,61035,9.79,Low
S0107,2024-01,Southeast,Standard,Medium,Moderate,Effective,1,186.01,12.06,2.89,1.71,139219,10.22,Low
S0150,2025-11,Midwest,Standard,High,Weak,Ineffective,1,93.22,16.07,4.22,1.48,88655,10.57,Low
S0002,2025-03,Southeast,Standard,Medium,Weak,Effective,2,278.29,19.5,2.45,2.14,127159,6.78,Low
S0016,2024-04,Midwest,Specialty,Low,Weak,Effective,1,320.55,18.93,3.69,2.33,130365,6.25,Low
S0207,2024-07,Midwest,New Products,Medium,Strong,Effective,1,181.71,13.47,2.78,1.28,97869,7.03,High
S0008,2025-03,Other,Standard,Medium,Strong,Ineffective,0,476.57,13.95,3.47,2.4,104647,12.41,Low
S0127,2024-10,Midwest,Standard,High,Moderate,Effective,1,248.45,7.77,2.73,1.74,58553,9.8,Low
S0125,2024-08,Midwest,Standard,High,Strong,Effective,1,157.11,6.26,3.13,1.46,54961,13.32,Low
S0050,2025-07,Midwest,Standard,High,Weak,Effective,1,170.64,14.9,2.92,2.09,114330,7.91,Low
S0119,2025-09,Southeast,Standard,Low,Weak,Ineffective,2,140.1,28.72,3.05,1.55,204097,5.06,Low
S0160,2025-04,Other,New Products,Medium,Moderate,Ineffective,0,220.12,16.03,2.33,1.51,109206,10.53,High
S0047,2025-06,Southeast,Specialty,High,Strong,Effective,0,172.84,9.57,3.1,1.47,83401,10.9,Low
S0094,2024-04,Southeast,Standard,Low,Strong,Effective,0,465.95,19.22,2.92,1.88,141206,10.2,Low
S0112,2024-04,Midwest,Standard,Low,Moderate,Effective,1,521.45,21.86,1.99,1.78,162585,6.69,Low
S0157,2025-09,Midwest,New Products,Low,Moderate,Ineffective,1,405.5,29.23,3.06,0.76,169793,4.8,High
S0135,2024-08,Southeast,Specialty,Low,Weak,Effective,0,330.21,21.0,3.21,1.67,162844,9.95,Low
S0050,2024-07,Midwest,Standard,Medium,Moderate,Effective,0,226.96,8.48,3.33,2.26,91486,11.84,Low
S0176,2025-06,Midwest,New Products,High,Strong,Effective,0,219.59,3.67,3.1,1.39,45895,14.03,High
S0181,2024-08,Other,New Products,High,Strong,Effective,0,144.61,2.58,3.0,1.48,44077,15.06,High
S0026,2025-03,Midwest,Specialty,High,Strong,Effective,1,373.52,13.29,3.0,1.51,87551,10.65,Low
S0207,2024-05,Midwest,New Products,High,Strong,Ineffective,0,269.66,3.99,3.0,1.22,57141,14.22,High
S0062,2024-03,Southeast,Standard,Medium,Moderate,Ineffective,1,293.58,18.96,2.21,1.47,120762,7.58,Low
S0017,2025-06,Southeast,Standard,High,Moderate,Ineffective,0,76.71,9.64,2.54,1.8,86820,10.74,Low
S0127,2025-07,Midwest,Standard,Medium,Strong,Effective,0,202.01,13.21,2.81,2.2,105143,10.61,Low
S0039,2025-11,Midwest,Standard,High,Moderate,Effective,4,1975.8,18.47,2.23,1.83,117659,6.83,Low
S0101,2025-08,Other,Standard,High,Strong,Effective,0,447.37,3.53,3.31,2.03,71297,11.73,Low
S0171,2025-08,Midwest,New Products,Low,Moderate,Ineffective,0,145.56,15.58,3.4,1.46,149217,10.24,High
S0190,2025-02,Midwest,New Products,High,Strong,Ineffective,0,408.07,12.68,3.27,0.98,81302,11.84,High
S0111,2024-02,Southeast,Specialty,Medium,Moderate,Effective,1,339.0,15.54,2.94,1.79,130655,10.08,Low
S0171,2024-09,Midwest,New Products,Medium,Weak,Effective,1,860.93,19.96,3.03,1.83,131740,10.08,High
S0031,2024-07,Other,Specialty,Medium,Strong,Effective,0,247.45,7.0,2.68,1.65,88131,13.98,Low
S0035,2024-11,Southeast,Standard,Medium,Moderate,Ineffective,2,552.08,27.55,2.26,2.4,150119,6.11,Low
S0064,2024-10,Other,Standard,Medium,Moderate,Effective,0,248.75,11.94,3.21,1.71,117292,10.6,Low
S0200,2024-08,Midwest,New Products,Low,Strong,Effective,0,300.02,16.56,3.98,0.99,138594,8.86,High
S0123,2024-03,Midwest,Standard,Medium,Strong,Effective,0,161.5,5.45,2.51,1.45,96483,12.38,Low
S0006,2025-05,Other,Specialty,High,Strong,Ineffective,0,289.77,2.73,2.08,1.87,58236,13.24,Low
S0150,2025-03,Midwest,Standard,Medium,Weak,Effective,0,182.03,17.9,3.16,1.71,103430,10.34,Low
S0027,2024-05,Southeast,Standard,Medium,Weak,Effective,1,221.43,24.91,3.35,2.24,147678,6.23,Low
S0014,2025-11,Other,Specialty,Low,Strong,Effective,1,572.91,18.42,2.94,0.79,170785,8.83,Low
S0017,2024-07,Southeast,Standard,High,Moderate,Ineffective,0,264.77,10.87,1.68,1.58,100746,10.01,Low
S0185,2024-06,Other,New Products,Low,Weak,Effective,0,406.77,17.41,1.92,1.49,111698,8.58,High
S0205,2025-08,Midwest,New Products,Low,Weak,Effective,1,126.53,20.11,2.94,0.89,161370,5.73,High
S0163,2024-11,Midwest,New Products,Low,Moderate,Effective,1,175.19,16.06,2.63,1.78,138890,11.07,High
S0076,2025-06,Midwest,Standard,Low,Weak,Effective,0,428.22,22.98,2.1,1.33,147252,8.71,Low
S0017,2025-05,Southeast,Standard,Low,Moderate,Ineffective,1,267.36,18.26,3.37,1.9,149335,9.2,Low
S0030,2025-03,Other,Standard,Medium,Strong,Effective,0,546.96,9.26,3.94,2.05,109568,12.96,Low
S0044,2024-08,Midwest,Standard,Medium,Moderate,Ineffective,1,86.13,10.38,3.36,1.79,113392,12.02,Low
S0170,2024-05,Other,New Products,High,Moderate,Effective,0,316.21,7.43,3.33,1.07,69752,13.46,High
S0140,2025-12,Midwest,Standard,Medium,Strong,Ineffective,0,452.81,17.28,2.61,2.09,115467,10.07,Low
S0002,2025-11,Southeast,Standard,High,Moderate,Effective,0,104.77,8.85,3.34,2.01,78103,10.83,Low
S0066,2024-02,Southeast,Standard,Medium,Strong,Effective,1,569.62,12.97,2.72,1.34,100861,10.61,Low
S0202,2025-03,Other,New Products,Medium,Moderate,Ineffective,0,273.41,15.31,3.82,1.52,108580,10.81,High
S0152,2025-07,Other,New Products,Medium,Moderate,Effective,0,203.51,8.03,3.3,1.94,83277,11.71,High
S0156,2024-07,Other,New Products,High,Strong,Effective,1,105.92,4.08,2.7,1.47,63504,12.83,High
S0204,2024-11,Midwest,New Products,High,Strong,Effective,0,162.44,3.37,3.04,1.82,34923,13.5,High
S0047,2024-09,Southeast,Specialty,High,Strong,Ineffective,1,248.89,9.46,3.64,1.35,61918,10.73,Low
S0105,2025-06,Other,Standard,High,Moderate,Effective,0,255.4,4.15,3.35,2.36,51725,13.42,Low
S0151,2024-09,Other,New Products,High,Moderate,Effective,1,280.17,6.42,3.47,1.73,89602,12.52,High
S0051,2025-12,Midwest,Standard,High,Strong,Effective,2,537.87,8.97,2.08,2.02,62856,10.61,Low
S0205,2024-01,Midwest,New Products,Medium,Moderate,Ineffective,0,218.97,9.65,3.57,0.92,79222,12.19,High
S0126,2025-12,Southeast,Standard,Medium,Weak,Effective,0,229.74,13.21,2.54,1.4,114690,11.93,Low
S0101,2025-10,Other,Standard,High,Moderate,Ineffective,0,502.41,8.18,3.24,1.76,99748,13.26,Low
S0063,2025-09,Southeast,Standard,Medium,Weak,Effective,1,519.42,14.82,2.59,1.64,113367,10.68,Low
S0073,2025-11,Other,Standard,High,Moderate,Effective,0,193.14,5.47,2.43,1.28,35464,13.65,Low
S0204,2024-05,Midwest,New Products,High,Moderate,Ineffective,1,197.17,16.2,3.36,1.76,88991,9.07,High
S0173,2024-02,Midwest,New Products,Medium,Strong,Ineffective,0,912.43,18.95,3.34,0.82,131711,8.47,High
S0075,2025-12,Midwest,Standard,High,Moderate,Ineffective,0,236.97,10.49,3.07,1.53,86219,10.89,Low
S0015,2024-03,Southeast,Standard,Medium,Weak,Ineffective,0,855.03,22.88,1.93,1.4,116627,8.16,Low
S0009,2025-12,Midwest,Specialty,Medium,Strong,Effective,0,403.62,8.62,2.94,1.84,90152,13.37,Low
S0153,2025-04,Midwest,New Products,Low,Weak,Ineffective,1,468.52,25.2,3.47,1.79,156150,7.7,High
S0056,2025-10,Other,Standard,Low,Moderate,Effective,0,518.86,14.99,2.63,1.69,146167,10.91,Low
S0001,2024-12,Other,Standard,High,Moderate,Ineffective,0,228.67,8.19,3.18,1.03,75101,14.87,Low
S0064,2024-09,Other,Standard,High,Moderate,Effective,0,146.97,5.69,3.5,2.14,78254,13.29,Low
S0152,2025-05,Other,New Products,Medium,Strong,Effective,0,209.74,4.86,2.61,1.98,91544,15.07,High
S0167,2025-11,Other,New Products,High,Strong,Ineffective,0,461.01,15.74,2.55,1.45,92954,9.89,High
S0206,2025-03,Midwest,New Products,Low,Strong,Ineffective,3,125.0,21.71,2.5,1.21,157526,6.48,High
S0126,2024-05,Southeast,Standard,Medium,Weak,Effective,2,245.15,13.47,2.81,1.09,107739,9.56,Low
S0120,2024-09,Southeast,Standard,High,Moderate,Ineffective,2,209.83,11.75,4.28,1.81,76687,9.34,Low
S0130,2025-08,Southeast,Specialty,Medium,Moderate,Effective,2,365.77,20.07,2.55,1.17,142034,7.36,Low
S0204,2024-08,Midwest,New Products,Medium,Weak,Effective,1,115.43,16.38,3.21,1.43,135409,8.51,High
S0097,2025-07,Southeast,Standard,High,Strong,Effective,1,201.11,5.93,2.55,1.53,55661,11.25,Low
S0108,2024-04,Midwest,Standard,High,Strong,Ineffective,2,178.95,3.84,3.2,1.97,71443,11.96,Low
S0122,2024-10,Southeast,Standard,Low,Moderate,Ineffective,1,677.77,24.02,2.62,1.94,149743,7.92,Low
S0005,2024-06,Midwest,Specialty,High,Strong,Effective,1,449.55,6.08,2.65,1.86,79852,11.8,Low
S0148,2025-10,Southeast,Specialty,Low,Strong,Effective,0,130.53,17.84,3.15,1.68,138460,10.03,Low
S0061,2025-07,Other,Standard,High,Strong,Effective,1,132.97,2.95,3.33,2.68,55530,15.45,Low
S0008,2024-04,Other,Standard,Medium,Strong,Effective,1,311.32,2.94,1.11,1.89,64117,13.87,Low
S0005,2024-12,Midwest,Specialty,Low,Moderate,Effective,1,255.6,12.44,4.12,1.92,128650,8.56,Low
S0177,2024-06,Southeast,New Products,Low,Moderate,Effective,1,112.39,15.18,2.74,1.53,121503,8.89,High
S0149,2025-06,Southeast,Standard,Low,Moderate,Ineffective,0,265.89,19.04,4.17,0.93,157780,8.95,Low
S0210,2025-04,Southeast,New Products,Medium,Moderate,Effective,0,411.68,14.22,2.75,1.18,113161,10.21,High
S0181,2024-10,Other,New Products,Medium,Weak,Effective,0,347.98,12.14,3.68,1.25,135831,12.55,High
S0002,2024-01,Southeast,Standard,Medium,Weak,Effective,0,104.91,9.29,2.61,0.59,85556,9.91,Low
S0164,2025-05,Midwest,New Products,Low,Strong,Ineffective,1,309.29,17.21,1.78,1.64,160571,10.22,High
S0174,2024-04,Other,New Products,High,Strong,Effective,2,423.63,10.12,1.93,1.34,88310,8.87,High
S0040,2024-03,Other,Standard,Medium,Strong,Effective,2,369.59,10.94,3.19,1.32,91072,10.14,Low
S0003,2025-01,Other,Standard,Medium,Moderate,Effective,1,254.63,11.11,2.48,1.37,113076,11.48,Low
S0052,2025-05,Midwest,Specialty,Low,Strong,Effective,1,1406.49,18.09,3.18,1.17,154481,9.78,Low
S0195,2025-07,Midwest,New Products,Medium,Strong,Effective,1,162.87,11.88,2.29,1.72,99947,9.92,High
S0044,2024-09,Midwest,Standard,Medium,Moderate,Ineffective,0,121.15,19.17,2.2,1.18,104230,9.91,Low
S0176,2025-09,Midwest,New Products,Medium,Strong,Ineffective,1,836.57,22.05,2.24,1.17,131420,7.43,High
S0116,2024-01,Other,Standard,High,Strong,Ineffective,0,210.44,9.57,2.84,2.33,90760,12.33,Low
S0089,2024-09,Midwest,Specialty,Medium,Strong,Effective,1,263.44,11.85,1.85,1.4,132307,10.37,Low
S0064,2025-01,Other,Standard,High,Strong,Effective,1,724.4,4.1,2.94,1.77,39601,11.03,Low
S0147,2025-06,Midwest,Specialty,Low,Weak,Effective,1,529.55,17.07,3.68,1.49,130447,9.04,Low
S0007,2024-10,Other,Standard,High,Strong,Effective,0,144.85,0.2,2.38,2.16,37252,13.99,Low
S0094,2025-05,Southeast,Standard,Medium,Strong,Effective,1,526.56,10.58,3.13,1.92,95011,11.26,Low
S0021,2024-02,Other,Standard,Medium,Strong,Effective,0,278.14,10.1,3.31,1.67,110151,11.68,Low
S0178,2025-07,Other,New Products,Medium,Weak,Effective,1,269.52,19.36,2.04,1.0,119725,9.39,High
S0181,2025-08,Other,New Products,Medium,Moderate,Effective,0,45.44,0.0,2.55,2.13,78401,15.29,High
S0150,2024-03,Midwest,Standard,Medium,Moderate,Effective,0,449.67,18.31,3.34,1.61,124746,9.78,Low
S0186,2024-04,Other,New Products,High,Moderate,Effective,1,404.92,14.84,3.41,1.3,96183,11.47,High
S0149,2024-11,Southeast,Standard,Medium,Moderate,Ineffective,0,734.09,26.79,3.68,1.5,160568,7.59,Low
S0139,2024-04,Other,Standard,Medium,Strong,Ineffective,2,71.57,7.48,2.65,1.23,98328,12.63,Low
S0074,2024-11,Midwest,Standard,High,Moderate,Ineffective,1,1013.32,23.87,1.9,1.39,139765,6.57,Low
S0148,2024-11,Southeast,Specialty,High,Strong,Ineffective,2,745.43,19.31,1.14,1.71,120868,8.38,Low
S0202,2025-07,Other,New Products,High,Strong,Ineffective,1,317.38,12.13,3.25,1.32,96624,10.79,High
S0032,2024-07,Other,Specialty,High,Moderate,Effective,0,323.81,11.22,2.84,1.84,95112,13.28,Low
S0151,2025-08,Other,New Products,Medium,Weak,Effective,0,173.67,6.97,2.77,2.1,116145,14.51,High
S0075,2024-10,Midwest,Standard,Low,Moderate,Effective,1,337.11,23.5,3.05,1.64,157011,8.32,Low
S0180,2024-09,Other,New Products,Medium,Strong,Ineffective,0,206.57,9.24,2.42,2.01,83913,12.75,High
S0141,2025-12,Southeast,Standard,Medium,Strong,Ineffective,1,179.65,13.09,3.41,0.52,100724,9.9,Low
S0191,2024-08,Other,New Products,High,Moderate,Ineffective,0,127.2,8.95,2.06,1.78,74247,12.37,High
S0017,2025-10,Southeast,Standard,High,Moderate,Ineffective,0,335.25,12.45,2.38,1.02,95661,10.6,Low
S0032,2025-02,Other,Specialty,Medium,Strong,Effective,0,266.6,6.16,3.34,1.82,73314,13.4,Low
S0113,2025-12,Midwest,Standard,Low,Moderate,Ineffective,1,217.1,19.02,3.47,1.26,139295,9.47,Low
S0112,2024-07,Midwest,Standard,Low,Moderate,Effective,2,920.8,27.39,3.22,1.06,161796,4.88,Low
S0169,2025-10,Midwest,New Products,High,Moderate,Ineffective,2,173.14,10.85,2.81,1.53,90024,10.53,High
S0005,2024-02,Midwest,Specialty,Medium,Strong,Ineffective,1,370.06,15.98,3.09,1.55,147960,7.42,Low
S0056,2025-02,Other,Standard,Medium,Moderate,Effective,0,186.65,5.49,2.08,0.82,94289,14.12,Low
S0187,2025-11,Southeast,New Products,High,Moderate,Effective,0,191.58,7.06,4.15,1.76,69551,12.89,High
S0117,2024-08,Other,Specialty,Medium,Weak,Effective,1,217.21,12.14,2.52,1.78,97733,9.88,Low
S0119,2025-11,Southeast,Standard,High,Moderate,Effective,0,582.55,12.89,2.68,2.76,89700,11.49,Low
S0008,2025-07,Other,Standard,High,Moderate,Effective,0,138.09,1.22,2.65,1.84,52226,14.98,Low
S0170,2025-07,Other,New Products,Medium,Moderate,Effective,0,240.89,6.64,2.32,2.1,89836,13.95,High
S0114,2024-12,Southeast,Standard,Low,Strong,Effective,1,174.7,16.8,1.69,1.42,116811,9.29,Low
S0150,2024-08,Midwest,Standard,Medium,Weak,Effective,0,168.12,15.94,3.84,1.22,118624,11.45,Low
S0086,2025-07,Midwest,Specialty,High,Strong,Effective,1,351.63,5.15,3.15,1.51,66324,13.78,Low
S0055,2025-12,Other,Specialty,High,Strong,Effective,0,231.31,1.33,4.52,1.91,48545,14.92,Low
S0177,2024-08,Southeast,New Products,Medium,Weak,Effective,0,190.5,10.88,2.83,1.19,108149,11.75,High
S0007,2024-05,Other,Standard,High,Moderate,Effective,0,342.05,4.83,3.67,1.3,65863,14.03,Low
S0002,2024-05,Southeast,Standard,High,Weak,Effective,1,160.88,10.62,2.92,1.14,61860,9.34,Low
S0174,2025-10,Other,New Products,High,Moderate,Effective,0,166.01,4.78,2.78,1.09,70590,12.21,High
S0171,2024-01,Midwest,New Products,High,Weak,Effective,0,421.83,4.33,2.62,1.52,60932,14.55,High
S0141,2024-04,Southeast,Standard,Medium,Moderate,Ineffective,0,610.59,20.15,1.22,2.05,141430,10.84,Low
S0029,2025-09,Midwest,Standard,High,Moderate,Effective,0,429.44,11.42,3.38,1.56,70970,11.95,Low
S0120,2024-11,Southeast,Standard,Medium,Weak,Ineffective,1,294.72,16.81,3.09,1.39,128240,8.93,Low
S0158,2024-09,Other,New Products,High,Strong,Ineffective,0,353.92,6.63,2.67,1.65,48194,12.95,High
S0058,2025-07,Southeast,Standard,Low,Moderate,Effective,0,175.61,14.51,2.74,0.74,144475,11.37,Low
S0077,2025-10,Midwest,Standard,Medium,Weak,Effective,0,236.72,11.37,2.06,1.49,113650,11.82,Low
S0199,2025-06,Midwest,New Products,Low,Strong,Ineffective,0,399.31,19.8,3.26,1.65,141624,9.22,High
S0006,2024-10,Other,Specialty,Medium,Weak,Ineffective,0,178.52,16.11,2.33,1.31,134551,10.6,Low
S0067,2025-04,Southeast,Standard,Medium,Moderate,Ineffective,2,154.08,10.7,2.74,2.21,105635,11.18,Low
S0152,2024-06,Other,New Products,Low,Strong,Ineffective,0,608.81,11.34,3.24,2.27,98639,11.9,High
S0190,2024-03,Midwest,New Products,Low,Weak,Ineffective,1,291.84,25.48,2.27,1.69,150881,7.81,High
S0030,2024-06,Other,Standard,Medium,Strong,Effective,0,160.3,6.85,3.09,1.22,94260,13.04,Low
S0169,2025-09,Midwest,New Products,Medium,Moderate,Ineffective,1,309.28,14.88,2.93,1.35,123901,8.53,High
S0127,2024-05,Midwest,Standard,Medium,Weak,Effective,0,129.5,11.04,4.29,1.33,96309,12.6,Low
S0124,2025-06,Southeast,Specialty,High,Strong,Effective,0,125.14,0.0,2.88,1.31,55825,15.79,Low
S0183,2025-11,Southeast,New Products,High,Strong,Effective,0,145.66,3.82,2.29,1.93,57763,13.46,High
S0072,2024-05,Southeast,Standard,High,Strong,Effective,2,143.64,4.84,3.42,1.88,70209,11.5,Low
S0124,2024-02,Southeast,Specialty,Medium,Strong,Effective,0,222.86,12.06,2.78,1.99,85377,8.71,Low
S0019,2025-11,Other,Standard,High,Strong,Effective,1,130.68,6.39,3.94,1.78,69071,9.56,Low
S0120,2025-01,Southeast,Standard,Medium,Moderate,Effective,2,312.32,18.5,2.32,1.35,121769,9.21,Low
S0086,2024-01,Midwest,Specialty,Medium,Weak,Ineffective,0,311.58,14.9,2.48,1.78,126457,10.71,Low
S0074,2025-09,Midwest,Standard,Low,Weak,Ineffective,1,184.72,17.95,2.52,1.93,155640,7.27,Low
S0097,2024-12,Southeast,Standard,Medium,Strong,Ineffective,0,333.35,13.11,3.73,1.25,111216,11.28,Low
S0026,2024-10,Midwest,Specialty,High,Moderate,Effective,0,243.25,5.74,3.06,1.76,87384,14.83,Low
S0007,2025-12,Other,Standard,Low,Strong,Ineffective,1,252.9,16.03,1.43,1.14,111025,8.87,Low
S0031,2024-11,Other,Specialty,High,Strong,Effective,0,951.32,5.48,2.15,1.97,61116,12.65,Low
S0203,2024-04,Southeast,New Products,High,Weak,Effective,2,605.83,14.17,2.49,1.75,100490,9.71,High
S0140,2025-11,Midwest,Standard,Low,Moderate,Effective,0,202.93,18.08,2.2,1.84,124521,10.42,Low
S0163,2024-09,Midwest,New Products,High,Strong,Effective,4,172.28,19.04,2.88,1.72,115229,3.58,High
S0087,2024-11,Other,Specialty,Medium,Moderate,Effective,0,136.44,8.72,2.71,1.85,102972,11.85,Low
S0172,2024-01,Southeast,New Products,High,Moderate,Effective,1,117.53,6.87,3.08,2.29,63808,11.66,High
S0155,2024-05,Midwest,New Products,Low,Moderate,Effective,1,97.16,12.93,3.5,0.92,118841,10.78,High
S0068,2025-03,Midwest,Standard,Low,Moderate,Ineffective,1,343.16,23.66,2.45,2.39,146369,7.77,Low
S0025,2024-12,Other,Specialty,Medium,Moderate,Ineffective,0,890.93,20.67,2.86,1.63,117725,8.66,Low
S0059,2024-10,Midwest,Standard,High,Moderate,Ineffective,0,260.71,19.11,2.59,1.89,102858,10.38,Low
S0127,2025-10,Midwest,Standard,Low,Strong,Ineffective,2,127.02,15.75,3.12,1.35,141045,8.05,Low
S0135,2024-09,Southeast,Specialty,Low,Moderate,Ineffective,0,237.48,27.1,2.98,1.29,175560,5.89,Low
S0071,2025-09,Midwest,Standard,Low,Moderate,Effective,0,408.57,22.91,3.63,1.47,184846,7.7,Low
S0129,2025-05,Midwest,Standard,High,Moderate,Ineffective,0,538.04,19.07,3.6,1.26,84144,11.23,Low
S0185,2024-09,Other,New Products,Low,Moderate,Effective,0,285.18,10.49,2.5,2.1,128038,13.19,High
S0125,2024-06,Midwest,Standard,Low,Moderate,Ineffective,1,260.45,19.66,4.04,1.47,144184,9.58,Low
S0002,2025-05,Southeast,Standard,Medium,Strong,Ineffective,2,322.03,25.77,2.57,1.98,149157,7.5,Low
S0058,2024-12,Southeast,Standard,Low,Weak,Effective,0,115.53,11.85,1.61,1.85,111787,10.75,Low
S0088,2024-02,Southeast,Specialty,Medium,Strong,Effective,0,433.13,12.68,2.12,1.48,101532,9.62,Low
S0164,2025-01,Midwest,New Products,Low,Moderate,Effective,0,40.54,15.35,3.78,1.64,129167,10.91,High
S0091,2025-04,Midwest,Specialty,Medium,Weak,Ineffective,1,257.94,26.25,3.88,1.21,125060,4.75,Low
S0135,2024-02,Southeast,Specialty,High,Moderate,Effective,2,118.94,10.59,2.66,2.22,87602,10.79,Low
S0121,2024-06,Southeast,Specialty,Medium,Strong,Ineffective,0,162.06,13.97,1.37,1.39,110566,10.92,Low
S0004,2024-03,Other,Specialty,High,Moderate,Ineffective,1,293.68,12.21,2.68,2.92,97468,11.51,Low
S0166,2025-07,Southeast,New Products,Medium,Strong,Effective,2,355.37,7.09,3.23,1.26,70229,11.06,High
S0165,2025-12,Southeast,New Products,Medium,Strong,Ineffective,1,313.03,14.51,3.59,1.15,114848,11.6,High
S0111,2025-06,Southeast,Specialty,High,Strong,Effective,1,162.72,12.62,3.46,1.48,95258,9.45,Low
S0133,2025-01,Southeast,Specialty,Low,Moderate,Ineffective,1,311.47,27.43,3.38,1.28,170816,5.1,Low
S0087,2025-01,Other,Specialty,Medium,Moderate,Effective,0,304.63,7.23,3.58,1.84,108958,12.68,Low
S0019,2024-10,Other,Standard,High,Strong,Ineffective,1,82.21,0.0,3.43,2.19,29342,13.66,Low
S0172,2024-08,Southeast,New Products,High,Strong,Effective,3,420.35,12.52,2.4,1.86,54428,9.39,High
S0086,2024-12,Midwest,Specialty,Low,Moderate,Effective,1,494.85,22.14,1.37,1.96,144024,6.75,Low
S0106,2025-10,Other,Standard,Low,Moderate,Effective,0,1018.52,17.08,2.5,1.57,137536,10.88,Low
S0138,2025-07,Southeast,Standard,High,Strong,Ineffective,2,47.07,8.54,3.2,1.82,73115,9.47,Low
S0055,2024-06,Other,Specialty,Medium,Moderate,Effective,0,499.91,7.73,3.24,1.64,102011,13.21,Low
S0075,2024-06,Midwest,Standard,Medium,Moderate,Effective,1,221.67,16.02,2.82,1.42,82858,9.01,Low
S0203,2024-06,Southeast,New Products,Low,Moderate,Effective,0,182.39,15.95,4.04,1.21,142926,9.43,High
S0143,2025-11,Other,Standard,High,Strong,Effective,1,468.65,3.56,3.38,1.71,65693,11.45,Low
S0055,2024-09,Other,Specialty,Low,Moderate,Effective,1,534.26,17.54,3.68,1.32,144511,8.88,Low
S0010,2025-09,Southeast,Standard,Low,Moderate,Effective,1,222.53,17.18,2.72,1.55,146688,10.25,Low
